Gender,percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,Salary
m,71,electronics & telecommunications,77,Orissa,2014,580,370,500,0.20739217,475,400000
f,78,computer science & engineering,71.5,Maharashtra,2014,580,435,285,0.486747008,365,95000
f,91.4,computer science & engineering,70.5,Telangana,2014,580,435,500,0.486747008,435,320000
f,71,computer science & engineering,79,Punjab,2014,580,580,575,0.486747008,565,300000
m,88.6,electronics and electrical engineering,74.2,Jharkhand,2014,580,655,705,0.557389506,415,450000
f,71.4,applied electronics and instrumentation,82.5,West Bengal,2014,580,570,475,0.600643959,455,175000
m,84.5,computer science & engineering,72.3,Karnataka,2014,580,605,570,0.622642916,585,500000
f,87.83,information technology,74,Delhi,2014,580,525,470,0.635978756,445,100000
f,68.5,computer science & engineering,74,Madhya Pradesh,2014,580,580,400,0.635978756,445,400000
m,61.6,information technology,71.8,Haryana,2014,580,455,485,0.744758354,425,325000
m,74.4,computer science & engineering,67.5,Uttar Pradesh,2014,580,545,585,0.744758354,465,180000
m,74.5,computer science & engineering,72.78,Karnataka,2014,580,475,270,0.744758354,475,310000
m,73,computer engineering,62,Punjab,2014,580,580,650,0.864685413,525,120000
m,74.92,computer engineering,61.36,Rajasthan,2014,580,470,425,0.911395278,535,215000
m,71,computer science & engineering,55,Karnataka,2014,580,595,665,0.930370607,565,300000
m,66.8,computer science & engineering,73.12,Punjab,2014,580,510,340,0.953899775,375,200000
m,70,computer application,76,Uttar Pradesh,2014,580,655,570,0.953899775,445,120000
m,87.2,computer science & engineering,79.95,Delhi,2014,580,615,510,0.953899775,485,350000
m,95.2,electronics and communication engineering,76.2,Andhra Pradesh,2014,580,645,635,0.997642772,525,310000
m,73,electronics & telecommunications,85.2,Telangana,2010,585,665,635,0.376059587,535,200000
m,74.4,mechanical engineering,69.11,Uttar Pradesh,2010,585,415,505,0.535862819,235,350000
m,79.4,information technology,70,Haryana,2010,585,595,575,0.81941653,505,390000
f,91.8,computer engineering,69.1,Telangana,2011,585,595,605,0.704090412,465,460000
m,63,computer application,85.2,Jharkhand,2011,585,585,635,0.884122512,535,700000
m,70,computer engineering,59,Punjab,2011,585,645,575,0.942116551,575,300000
f,93.2,computer engineering,79.7,Uttar Pradesh,2011,585,625,615,0.983749967,635,500000
m,72,electronics and communication engineering,62,Haryana,2012,585,525,575,0.376059587,295,145000
m,72.8,electronics and electrical engineering,73.03,Tamil Nadu,2012,585,555,545,0.376059587,495,225000
f,97,electronics and communication engineering,80.5,Andhra Pradesh,2012,585,655,735,0.538386893,455,395000
m,80.4,computer engineering,61.54,Kerala,2012,585,505,605,0.670743151,455,180000
m,60,information technology,80,Punjab,2012,585,525,475,0.735795709,475,320000
f,78,computer engineering,78,Haryana,2012,585,595,675,0.884122512,535,400000
f,87,computer engineering,77,Haryana,2012,585,595,675,0.901489571,545,430000
m,85.2,computer engineering,88.3,Karnataka,2012,585,575,605,0.960903087,595,395000
f,71.8,computer science & engineering,75.5,Uttar Pradesh,2013,585,475,505,0.670743151,455,325000
m,69.17,computer science and technology,60.34,Maharashtra,2012,590,440,385,0.996744487,475,215000
f,74,information technology,79,Uttar Pradesh,2013,590,450,400,0.356536488,525,385000
f,79,electronics and instrumentation engineering,78.7,Uttar Pradesh,2013,590,630,750,0.376059587,305,250000
m,91.25,computer engineering,78.9,Tamil Nadu,2013,590,495,545,0.450876584,395,300000
m,72,electronics and communication engineering,67.8,Karnataka,2013,590,525,635,0.493596387,465,405000
m,60.2,information technology,69.62,Uttar Pradesh,2013,590,535,695,0.525922584,415,195000
m,85,electronics and communication engineering,82.2,Delhi,2013,590,570,795,0.538386893,595,350000
m,62,information technology,69.5,Madhya Pradesh,2013,590,495,530,0.600057182,435,210000
m,71.33,information technology,65.97,Maharashtra,2013,590,605,560,0.670743151,455,320000
f,82,computer engineering,76,Karnataka,2013,590,525,575,0.81941653,505,550000
m,91,computer engineering,70.35,Madhya Pradesh,2013,590,595,680,0.843123727,515,400000
m,55.2,computer engineering,71.6,Rajasthan,2013,590,525,605,0.942116551,575,180000
m,64.33,computer science & engineering,70,Maharashtra,2013,590,555,590,0.990008757,655,525000
m,67.5,computer science & engineering,72.98,Karnataka,2014,590,435,380,0.356536488,405,300000
m,89.6,computer science & engineering,79,Bihar,2014,590,555,560,0.486747008,655,550000
m,74.4,computer science & engineering,66.24,Uttar Pradesh,2014,590,440,620,0.622642916,555,360000
m,82.8,electrical engineering,70,Uttar Pradesh,2014,590,500,530,0.649389715,345,335000
m,85.6,electronics and communication engineering,72.7,Delhi,2014,590,575,635,0.649389715,525,340000
m,82.4,electronics and electrical engineering,71.16,Karnataka,2014,590,525,705,0.661834476,315,335000
m,68.3,information technology,76,Uttar Pradesh,2014,590,510,470,0.744758354,415,340000
m,72,electronics and communication engineering,62.1,Punjab,2014,590,670,500,0.783303537,475,320000
m,85.5,computer science & engineering,75.04,Karnataka,2014,590,520,605,0.842248322,515,325000
m,76.6,information technology,75,Uttar Pradesh,2014,590,555,545,0.911395278,525,325000
m,65.2,computer science & engineering,76,Punjab,2014,590,555,560,0.991230625,485,450000
m,58.6,instrumentation and control engineering,84.4,West Bengal,2010,595,365,705,0.910770164,455,1300000
m,69.8,electronics and communication engineering,66.33,Delhi,2010,595,545,575,0.910770164,545,445000
f,85.66,computer engineering,80,Tamil Nadu,2010,595,565,605,0.974396113,615,700000
m,91,computer engineering,72.23,Telangana,2010,595,635,595,0.998588239,725,615000
m,64,computer engineering,70,Haryana,2011,595,425,425,0.525922584,415,240000
m,78.2,computer engineering,78.2,Andhra Pradesh,2012,595,365,305,0.563267824,425,380000
m,66,computer engineering,80.07,Karnataka,2012,595,515,495,0.735795709,475,450000
m,74,information technology,73.36,Uttar Pradesh,2012,595,475,404,0.735795709,475,405000
f,71,computer engineering,78.8,Uttar Pradesh,2012,595,585,445,0.765673581,485,145000
m,81,computer engineering,80.3,Uttar Pradesh,2012,595,495,565,0.884122512,535,410000
f,94.9,computer engineering,76,Telangana,2012,595,475,684,0.916869961,555,355000
m,79,computer science & engineering,75.16,Uttar Pradesh,2012,595,545,690,0.978799293,505,305000
f,73,electronics and communication engineering,67,Uttar Pradesh,2013,595,625,560,0.338786347,405,325000
m,75,information science engineering,70,Karnataka,2013,595,625,585,0.622642916,495,350000
m,80.5,electronics and communication engineering,69.1,Uttarakhand,2013,595,520,605,0.649389715,475,300000
m,71.3,telecommunication engineering,72.6,Karnataka,2013,595,580,635,0.655766943,485,350000
f,79.6,electronics and communication engineering,72.4,Delhi,2013,595,565,570,0.868736585,455,310000
m,61.6,information technology,66.9,Rajasthan,2013,595,570,725,0.953899775,535,400000
m,90.9,electronics and communication engineering,82.2,Andhra Pradesh,2014,595,510,560,0.20739217,395,420000
m,72,information technology,64,Uttarakhand,2014,595,530,525,0.486747008,445,225000
m,85.5,information technology,81,West Bengal,2014,595,375,370,0.486747008,475,240000
m,70.1,computer science & engineering,64,Haryana,2014,595,495,440,0.622642916,315,220000
m,65,computer science & engineering,75,Uttar Pradesh,2014,595,425,430,0.622642916,495,185000
f,90,electrical engineering,74.36,Andhra Pradesh,2014,595,495,510,0.792936278,315,305000
m,91.83,information technology,70.9,Tamil Nadu,2014,595,480,645,0.942116551,575,220000
m,87.6,information technology,8.89,Karnataka,2014,595,615,794,0.979521744,625,820000
f,89,computer science & engineering,77,Haryana,2014,595,545,690,0.999910408,615,310000
m,82,electronics and instrumentation engineering,72,Orissa,2017,595,590,665,0.849802714,505,330000
m,70.6,electronics and communication engineering,62.93,Telangana,2010,605,475,555,0.694479328,455,300000
m,71,computer engineering,62.71,Telangana,2011,605,385,435,0.165633092,305,215000
m,60.6,industrial & production engineering,66,Uttar Pradesh,2011,605,545,525,0.206710618,315,660000
m,87.7,information technology,61,Andhra Pradesh,2011,605,385,395,0.377551419,375,205000
m,74,information technology,61,Haryana,2011,605,455,685,0.450876584,395,250000
m,58.6,electronics and communication engineering,63,Orissa,2011,605,435,505,0.538386893,305,105000
m,77.6,computer engineering,65.57,Karnataka,2011,605,545,565,0.862625475,524,645000
m,68.2,computer application,65,Telangana,2012,605,485,560,0.144789889,435,95000
m,79.8,information technology,82.6,Tamil Nadu,2012,605,495,485,0.377551419,375,430000
m,70.2,computer engineering,65.14,Uttar Pradesh,2012,605,605,334,0.670743151,455,60000
m,74,computer application,68,Tamil Nadu,2012,605,465,395,0.704090412,465,385000
f,86.4,computer engineering,77.7,Uttar Pradesh,2012,605,635,525,0.793580615,495,500000
m,64.45,electronics and communication engineering,63.66,Karnataka,2012,605,595,475,0.824666401,365,140000
m,85,computer engineering,67,Uttarakhand,2012,605,535,500,0.901489571,545,490000
m,73.2,computer engineering,69.64,Uttar Pradesh,2012,605,560,750,0.979521744,625,150000
m,80,information technology,80.3,Haryana,2012,605,645,810,0.983749967,635,480000
m,91.5,electronics and communication engineering,75.2,West Bengal,2013,605,485,650,0.229481755,425,300000
m,68.5,applied electronics and instrumentation,61.5,Orissa,2013,605,520,325,0.338786347,455,275000
m,84,electronics and communication engineering,64,Kerala,2013,605,565,475,0.338786347,495,65000
f,69,information technology,75,Orissa,2013,605,440,445,0.3423149,365,300000
m,72.6,computer science & engineering,83,Karnataka,2013,605,460,595,0.356536488,525,420000
f,77,computer science & engineering,77.6,Tamil Nadu,2013,605,475,325,0.413838256,385,150000
m,82.5,computer science & engineering,77.12,Telangana,2013,605,425,295,0.622642916,375,300000
m,80.25,computer science & engineering,67.4,Uttar Pradesh,2013,605,520,485,0.622642916,475,315000
f,90.8,information technology,76.04,Delhi,2013,605,655,720,0.635978756,445,380000
m,89,computer science & engineering,77,Tamil Nadu,2013,605,425,355,0.670743151,455,365000
f,74,computer engineering,67,Punjab,2013,605,585,590,0.704090412,465,240000
m,53,computer application,70,Uttarakhand,2013,605,485,575,0.81941653,505,180000
f,80.25,electronics and communication engineering,70.12,Haryana,2013,605,545,705,0.910770164,355,420000
f,62.33,computer science & engineering,71.25,Delhi,2013,605,520,530,0.911395278,465,145000
m,84,computer science & engineering,68.6,Andhra Pradesh,2013,605,595,720,0.942116551,575,350000
m,83.34,computer science & engineering,58.8,Maharashtra,2013,605,510,605,0.978799293,495,490000
m,78.3,electronics and communication engineering,74.4,Delhi,2014,605,570,620,0.338786347,505,325000
m,89.7,computer science & engineering,74.3,Telangana,2014,605,500,595,0.356536488,415,335000
m,87.14,computer science & engineering,77,West Bengal,2014,605,590,535,0.356536488,465,300000
m,72.2,electronics and communication engineering,78,West Bengal,2014,605,565,545,0.493596387,385,230000
m,85.6,electronics and communication engineering,89,Punjab,2014,605,545,680,0.493596387,435,400000
m,89.4,electronics and electrical engineering,75.4,Jharkhand,2014,605,645,720,0.557389506,555,325000
m,74.71,computer science & engineering,72.9,West Bengal,2014,605,485,655,0.622642916,465,325000
f,74,computer science & engineering,80.7,Punjab,2014,605,445,510,0.744758354,395,240000
f,86,computer science & engineering,83,Karnataka,2014,605,625,525,0.744758354,525,310000
f,94.6,computer science & engineering,82.2,Punjab,2014,605,485,650,0.911395278,565,305000
m,86.4,computer science & engineering,76,Delhi,2014,605,665,605,0.916869961,555,325000
f,91.7,electronics and communication engineering,69.3,Andhra Pradesh,2014,605,545,525,0.943272158,275,145000
f,69.8,computer science & engineering,68.57,Karnataka,2014,605,485,650,0.953899775,365,115000
m,64.5,information technology,70.3,Tamil Nadu,2014,605,540,465,0.953899775,445,305000
m,81.2,electronics and communication engineering,74.64,Delhi,2014,605,620,665,0.976292561,555,325000
f,76.5,mechatronics,83.5,Maharashtra,2014,605,640,695,0.991397584,435,350000
m,77,computer science & engineering,73.08,Punjab,2015,605,425,320,0.450876584,395,405000
m,83,computer science & engineering,69.11,Uttar Pradesh,2015,605,545,620,0.486747008,495,180000
m,67.57,mechanical engineering,72.31,West Bengal,2015,605,455,175,0.598280691,385,100000
m,56,computer application,62,Uttar Pradesh,2015,605,470,355,0.843123727,515,200000
m,78,computer engineering,54,Maharashtra,2010,615,605,605,0.600057182,435,325000
m,82,information technology,55.6,Maharashtra,2010,615,525,544,0.843123727,515,755000
m,66.4,computer application,69.56,Delhi,2011,615,605,475,0.525922584,415,330000
m,80.33,information technology,63,Maharashtra,2011,615,595,565,0.670743151,455,450000
m,71.25,computer engineering,65,Andhra Pradesh,2011,615,555,645,0.901489571,545,300000
m,65,electrical engineering,80.3,Karnataka,2012,615,620,750,0.229481755,355,375000
f,70,computer engineering,72,Uttar Pradesh,2012,615,445,505,0.600057182,435,210000
m,73.6,information technology,65.6,Tamil Nadu,2012,615,535,495,0.704090412,465,355000
m,87,computer engineering,86.5,Karnataka,2012,615,665,525,0.765673581,485,530000
m,60.66,computer application,76.2,Jharkhand,2012,615,545,605,0.793580615,495,435000
m,62.4,computer science & engineering,74.3,Orissa,2012,615,535,650,0.81941653,505,360000
f,73.8,computer application,64.5,Delhi,2012,615,665,535,0.916869961,555,240000
m,73.17,information technology,68.9,Uttar Pradesh,2012,615,570,695,0.942116551,575,180000
f,91.5,computer engineering,77.8,Telangana,2012,615,520,500,0.968237496,605,350000
m,70.4,instrumentation engineering,58.13,Karnataka,2013,615,620,545,0.095753763,315,260000
f,64,information technology,81,Tamil Nadu,2013,615,455,355,0.486747008,335,145000
m,82,computer science & engineering,70,Telangana,2013,615,605,545,0.488347977,405,360000
m,83.6,electronics and electrical engineering,80.16,Andhra Pradesh,2013,615,560,635,0.557389506,345,300000
m,65,information technology,61,Uttarakhand,2013,615,545,750,0.635978756,445,110000
f,53,computer science & engineering,67,Orissa,2013,615,645,470,0.744758354,395,70000
m,56,computer science & engineering,54,Maharashtra,2013,615,580,405,0.842248322,515,340000
f,66,computer engineering,63,Maharashtra,2013,615,500,455,0.864685413,525,360000
f,79.8,computer engineering,86.76,Orissa,2013,615,545,575,0.884122512,535,450000
m,95.1,mechanical engineering,80.91,Andhra Pradesh,2013,615,555,620,0.903940782,385,345000
f,87,computer science & engineering,80.3,Uttar Pradesh,2013,615,470,470,0.930370607,565,60000
m,85.2,computer engineering,78.16,Chhattisgarh,2013,615,555,765,0.930370607,565,510000
m,86.8,computer science & engineering,82.4,Delhi,2013,615,595,705,0.952245573,585,590000
m,65.2,information technology,70.3,Madhya Pradesh,2013,615,670,620,0.974396113,615,420000
f,74,information technology,71,Uttar Pradesh,2013,615,595,720,0.987207086,645,450000
m,76,electronics and communication engineering,72.5,Delhi,2014,615,415,680,0.338786347,425,325000
m,85.2,electrical engineering,72.63,Rajasthan,2014,615,555,345,0.423951396,435,325000
m,91.5,computer science & engineering,71.52,Telangana,2014,615,470,455,0.486747008,465,305000
m,63.2,electronics and communication engineering,63.3,Orissa,2014,615,425,440,0.493596387,405,170000
m,86,mechanical engineering,82,Punjab,2014,615,495,500,0.598280691,365,200000
f,65.8,information technology,69.7,Uttar Pradesh,2014,615,630,750,0.622642916,485,340000
m,92.4,computer science & engineering,83.55,Delhi,2014,615,605,650,0.622642916,505,325000
m,78,electronics and communication engineering,83.43,Punjab,2014,615,605,500,0.649389715,555,300000
m,83.6,computer science & engineering,76.2,Uttar Pradesh,2014,615,560,695,0.704090412,465,350000
f,69.16,information technology,84,Uttar Pradesh,2014,615,470,470,0.744758354,365,335000
m,64.8,information technology,63.7,Haryana,2014,615,520,535,0.744758354,455,145000
m,82,computer science & engineering,81,Uttar Pradesh,2014,615,630,560,0.842248322,525,440000
m,82.6,information technology,75.8,Uttar Pradesh,2014,615,520,695,0.864685413,525,400000
m,85,electronics and communication engineering,65.6,Uttar Pradesh,2014,615,510,575,0.943272158,385,330000
f,90.2,computer science & engineering,74,Jharkhand,2014,615,610,680,0.978799293,495,450000
m,72,computer science & engineering,57.34,Punjab,2015,615,495,380,0.486747008,435,120000
f,85,computer science & engineering,68,Delhi,2015,615,605,595,0.525922584,415,700000
m,85,computer science & engineering,72.3,Tamil Nadu,2015,615,530,475,0.842248322,525,350000
m,72.4,computer engineering,66.13,Uttar Pradesh,2010,625,595,605,0.704090412,465,450000
f,92.3,electronics and communication engineering,78.07,Telangana,2011,625,545,605,0.0587928,445,375000
m,73,electronics and communication engineering,73,Uttar Pradesh,2011,625,615,575,0.538386893,575,470000
f,75.6,information technology,80.7,Orissa,2011,625,515,535,0.635978756,445,240000
f,74.14,computer engineering,63.23,Maharashtra,2011,625,635,475,0.735795709,475,370000
m,76.6,computer science & engineering,72,Uttar Pradesh,2011,625,535,605,0.968237496,605,400000
m,91.5,electronics and communication engineering,81,Tamil Nadu,2012,625,585,650,0.376059587,555,600000
f,91,electronics and communication engineering,74,Telangana,2012,625,605,555,0.649389715,385,350000
m,82.5,computer engineering,67.38,Karnataka,2012,625,545,535,0.842248322,575,395000
m,85.6,electronics & telecommunications,73.59,Maharashtra,2012,625,605,525,0.910770164,445,450000
f,85,computer engineering,75,Haryana,2012,625,685,635,0.952245573,585,405000
m,84,computer engineering,83.86,Uttarakhand,2012,625,575,725,0.995464719,685,420000
m,85.5,electronics and communication engineering,74,Tamil Nadu,2013,625,520,325,0.0587928,335,330000
m,83,electronics and communication engineering,72,Uttar Pradesh,2013,625,555,590,0.0587928,345,240000
f,76,electronics and electrical engineering,75,Tamil Nadu,2013,625,340,250,0.115022726,365,200000
f,67.4,electronics and electrical engineering,67.6,Uttar Pradesh,2013,625,620,635,0.557389506,445,180000
f,64,computer application,64,Maharashtra,2013,625,445,385,0.600057182,435,240000
m,85.8,computer science & engineering,71.45,Uttar Pradesh,2013,625,605,560,0.765673581,485,480000
m,50,computer application,73.14,Karnataka,2013,625,495,430,0.793580615,495,240000
f,67.6,computer engineering,71.2,Uttar Pradesh,2013,625,460,575,0.793580615,495,210000
m,84.6,computer science & engineering,80.8,Delhi,2013,625,585,795,0.911395278,575,515000
m,73,computer engineering,66.6,Uttar Pradesh,2013,625,585,750,0.952245573,585,395000
m,90.6,computer science & engineering,76.8,Madhya Pradesh,2013,625,715,645,0.994050872,675,560000
m,90,computer science & engineering,76,Telangana,2014,625,555,630,0.356536488,475,335000
m,80.7,electronics and communication engineering,72.5,Uttar Pradesh,2014,625,525,635,0.493596387,435,400000
m,70,information technology,68,Uttar Pradesh,2014,625,470,535,0.622642916,505,330000
m,68,computer science & engineering,63.5,Haryana,2014,625,485,235,0.842248322,315,205000
m,74.8,computer science & engineering,67,Punjab,2014,625,560,620,0.911395278,615,300000
m,83.6,computer science & engineering,71.36,Uttar Pradesh,2014,625,560,635,0.953899775,535,350000
m,81.5,electronics & telecommunications,58.54,Maharashtra,2012,630,580,485,0.436962648,395,95000
f,89.75,electronics and communication engineering,78,West Bengal,2012,630,540,570,0.605533552,445,190000
m,58.6,information technology,66.6,Madhya Pradesh,2012,630,565,620,0.842248322,465,180000
m,58.55,information science engineering,55.9,Karnataka,2013,630,680,560,0.486747008,465,230000
m,69.6,electronics and electrical engineering,75.4,Tamil Nadu,2013,630,675,500,0.684565068,405,335000
m,60.8,computer science & engineering,85.3,Chhattisgarh,2013,630,580,665,0.744758354,615,335000
m,84,electronics and communication engineering,84,Tamil Nadu,2013,630,520,570,0.88162007,435,185000
m,80.4,information technology,76,Uttarakhand,2013,630,545,620,0.911395278,505,400000
m,69.04,computer application,76.67,Uttar Pradesh,2013,630,580,330,0.983749967,635,315000
m,87.4,electronics & telecommunications,90,Orissa,2013,630,565,655,0.997298968,595,325000
m,66.4,electronics and communication engineering,62.6,Karnataka,2014,630,420,405,0.338786347,425,240000
m,74.6,computer science & engineering,78.52,Uttar Pradesh,2014,630,580,535,0.486747008,485,325000
m,73,computer science & engineering,76,West Bengal,2014,630,605,545,0.486747008,525,345000
f,78,electronics and communication engineering,65,Uttar Pradesh,2014,630,520,545,0.493596387,495,170000
m,66,computer science & engineering,61.75,Uttar Pradesh,2014,630,530,430,0.622642916,395,120000
m,68.5,electronics and communication engineering,69,Himachal Pradesh,2014,630,505,595,0.649389715,305,300000
m,70.67,computer science & engineering,63,Maharashtra,2014,630,495,415,0.842248322,555,300000
m,77.4,computer science & engineering,72,Uttarakhand,2014,630,520,355,0.842248322,645,325000
f,92.3,electronics & telecommunications,81,Orissa,2014,630,570,605,0.943272158,425,300000
m,87,information technology,74.86,Uttar Pradesh,2014,630,565,655,0.974396113,615,325000
m,80.75,information technology,68.26,Haryana,2014,630,545,655,0.978799293,515,320000
m,72,computer science & engineering,61,Uttar Pradesh,2015,630,460,415,0.622642916,475,300000
m,85.6,computer science & engineering,80,Telangana,2015,630,510,485,0.622642916,585,120000
m,80.4,electronics and communication engineering,66.49,Delhi,2010,635,685,735,0.649389715,665,1200000
m,76.6,information technology,77.85,Rajasthan,2010,635,495,495,0.670743151,455,470000
m,78.2,computer engineering,75.73,Karnataka,2010,635,535,495,0.864685413,525,500000
m,68,electronics and communication engineering,68.3,Karnataka,2011,635,525,525,0.694479328,385,445000
m,81.4,computer engineering,72.44,Kerala,2011,635,605,535,0.960903087,595,450000
m,81,computer science & engineering,74.44,Haryana,2012,635,635,735,0.916869961,555,460000
m,86.5,computer engineering,79.2,Karnataka,2012,635,535,585,0.942116551,575,630000
m,94.9,electronics and communication engineering,72.95,Telangana,2012,635,535,645,0.960603252,415,150000
m,69,computer application,64.2,Telangana,2013,635,585,665,0.356536488,505,300000
m,61,information technology,71.23,Uttar Pradesh,2012,640,485,485,0.450876584,395,185000
m,68.2,electronics & telecommunications,65.8,Maharashtra,2012,640,595,535,0.605533552,435,300000
m,61,computer science & engineering,72.04,Uttar Pradesh,2012,640,500,545,0.953899775,464,335000
m,75,mechanical engineering,61.8,Karnataka,2013,640,460,455,0.304510914,445,300000
m,81,mechanical engineering,67,Telangana,2013,640,395,310,0.328746379,405,275000
f,80.6,computer science & engineering,71.06,Uttar Pradesh,2013,640,475,560,0.413838256,385,290000
m,61.2,computer science & engineering,67.6,Haryana,2013,640,555,585,0.622642916,475,325000
m,77,computer science & engineering,78,Uttar Pradesh,2013,640,555,545,0.744758354,415,215000
m,63,electronics and communication engineering,72.58,Karnataka,2013,640,545,515,0.824666401,405,300000
f,60,computer science & engineering,70.82,Uttar Pradesh,2013,640,605,400,0.842248322,425,220000
m,57.6,computer science & engineering,67,Madhya Pradesh,2013,640,585,680,0.864685413,525,305000
m,60.6,computer science & engineering,62.9,Karnataka,2013,640,650,500,0.864685413,525,120000
m,92.5,electronics and electrical engineering,82,Andhra Pradesh,2013,640,665,630,0.875503907,345,400000
m,62,computer engineering,62,Maharashtra,2013,640,535,590,0.953899775,475,350000
m,72.5,computer science & engineering,62.28,Haryana,2013,640,625,595,0.996744487,495,120000
m,88.8,computer science & engineering,73,Uttarakhand,2014,640,645,690,0.356536488,535,325000
m,73,information technology,61.6,Uttar Pradesh,2014,640,570,495,0.356536488,535,360000
m,86.31,mechanical engineering,72.1,Maharashtra,2014,640,625,390,0.409952199,325,325000
f,81,instrumentation and control engineering,74.88,Delhi,2014,640,510,475,0.44619825,395,300000
f,82.1,computer science & engineering,85,Telangana,2014,640,530,705,0.486747008,615,550000
m,82,electronics and electrical engineering,78.9,Delhi,2014,640,535,545,0.557389506,385,300000
m,55,computer science & engineering,63,Haryana,2014,640,470,390,0.622642916,445,205000
m,70,computer science & engineering,65,Rajasthan,2014,640,565,465,0.622642916,525,315000
m,65.2,computer science & engineering,68.96,Uttar Pradesh,2014,640,555,620,0.622642916,615,315000
m,73.2,information technology,75,Uttar Pradesh,2014,640,545,605,0.842248322,435,325000
m,57.33,computer application,84.77,Maharashtra,2014,640,510,340,0.864685413,525,120000
f,58.5,information technology,75,Orissa,2014,640,505,405,0.911395278,345,200000
m,50.4,computer engineering,58.1,Gujarat,2014,640,520,390,0.953899775,435,180000
m,84.4,information technology,77.5,Punjab,2014,640,610,590,0.998876108,615,400000
m,88.8,computer science & engineering,84,Delhi,2015,640,630,345,0.998876108,595,350000
m,66.83,computer science & engineering,70.35,Karnataka,2016,640,615,585,0.974396113,615,325000
m,73.67,electronics and communication engineering,72.7,Meghalaya,2010,645,495,615,0.538386893,375,900000
m,60,computer engineering,64.3,Madhya Pradesh,2011,645,465,575,0.525922584,415,330000
f,93.1,computer engineering,70,Telangana,2011,645,605,595,0.670743151,455,325000
m,83.4,information technology,76.58,Uttar Pradesh,2011,645,605,595,0.901489571,545,480000
m,76.8,computer application,74,Madhya Pradesh,2011,645,555,595,0.942116551,575,540000
m,78,electronics & telecommunications,80,Orissa,2011,645,535,615,0.985461394,465,470000
m,77.4,electronics and electrical engineering,77,Karnataka,2012,645,575,615,0.376059587,415,400000
f,65,computer engineering,76,Uttar Pradesh,2012,645,515,425,0.563267824,425,370000
m,83,electronics and communication engineering,66.4,Kerala,2012,645,645,605,0.694479328,495,260000
m,74.8,computer engineering,88.6,Tamil Nadu,2012,645,615,445,0.81941653,505,400000
m,81.1,computer engineering,70.1,Karnataka,2012,645,554,655,0.81941653,505,410000
m,81.8,computer engineering,71.6,Delhi,2012,645,635,665,0.864685413,525,380000
m,92.6,computer science & engineering,69.43,Andhra Pradesh,2012,645,635,695,0.930370607,565,370000
m,69.4,computer science & engineering,71.8,Karnataka,2013,645,595,655,0.953899775,635,320000
m,80.5,information technology,58.61,Maharashtra,2013,645,795,675,0.983749967,635,350000
m,86.4,electronics and communication engineering,67.23,Haryana,2013,650,700,585,0.112139438,525,400000
m,69.4,electronics and communication engineering,72.14,Maharashtra,2013,650,605,620,0.279258512,475,310000
m,82,electrical engineering,82.1,West Bengal,2013,650,495,450,0.298769129,355,125000
f,84,instrumentation and control engineering,73.82,Delhi,2013,650,665,810,0.694479328,485,445000
m,69,computer science & engineering,70,West Bengal,2013,650,545,620,0.744758354,545,370000
m,93.9,electronics and communication engineering,74.13,Telangana,2013,650,440,560,0.824666401,455,275000
f,91,computer engineering,76.32,Uttar Pradesh,2013,650,695,705,0.901489571,545,930000
m,85,computer science & engineering,66.5,Andhra Pradesh,2013,650,480,525,0.911395278,455,130000
m,79.8,information technology,80.05,Delhi,2013,650,605,545,0.916869961,555,450000
m,76.6,electronics and communication engineering,67.6,Karnataka,2013,650,580,635,0.976292561,395,310000
m,83.8,computer engineering,84.6,West Bengal,2013,650,545,665,0.978799293,585,365000
m,83.8,electronics and communication engineering,76.4,Delhi,2014,650,565,595,0.338786347,505,330000
m,70.04,information technology,76,Orissa,2014,650,680,485,0.356536488,415,325000
m,80.8,mechanical engineering,62.67,Andhra Pradesh,2014,650,540,380,0.45901584,225,200000
m,74.4,computer science & engineering,61.2,Telangana,2014,650,440,445,0.486747008,375,315000
f,90,computer science & engineering,79,Telangana,2014,650,425,450,0.622642916,415,300000
m,76.4,electronics and communication engineering,69,Delhi,2014,650,445,475,0.649389715,435,180000
m,60.6,computer application,77.78,Uttar Pradesh,2014,650,545,380,0.744758354,435,240000
f,93,information technology,74.3,Uttar Pradesh,2014,650,555,500,0.765673581,485,340000
m,81.2,computer science & engineering,71.26,Uttar Pradesh,2014,650,555,705,0.81941653,505,560000
f,88,computer engineering,81.9,Jharkhand,2014,650,620,765,0.911395278,645,800000
m,68.4,information technology,67.84,Uttar Pradesh,2014,650,470,680,0.998876108,635,315000
m,95.9,electronics and communication engineering,76.4,Andhra Pradesh,2014,650,650,620,0.999829172,655,325000
f,75,information technology,63.7,Maharashtra,2010,655,615,615,0.884122512,535,300000
m,77,electronics & telecommunications,77,Madhya Pradesh,2010,655,735,755,0.985461394,575,370000
m,77.33,electronics and electrical engineering,75.67,Karnataka,2011,655,415,485,0.376059587,345,490000
m,75.9,computer engineering,69.72,Uttar Pradesh,2011,655,485,605,0.793580615,495,400000
m,63.3,electronics and communication engineering,75,Madhya Pradesh,2011,655,665,695,0.995265706,605,600000
m,73,information technology,64.7,Uttar Pradesh,2012,655,445,525,0.308400583,355,300000
m,57.83,computer engineering,49.07,Maharashtra,2013,655,425,555,0.635978756,445,350000
